timestamp,temperature,humidity
00:00:14:40,11.5,59.9
00:00:14:45,11.5,59.9
00:00:14:50,11.5,59.9
00:00:14:55,11.5,59.9
00:00:15:00,11.5,59.9
00:00:15:05,11.5,59.9
00:00:15:10,11.5,59.9
00:00:15:15,11.5,59.9
00:00:15:20,11.5,59.9
00:00:15:25,11.5,59.9
00:00:15:30,11.5,59.9
00:00:15:35,11.5,59.9
00:00:15:40,11.5,59.9
00:00:15:45,11.5,59.9
00:00:15:50,11.5,59.9
00:00:15:55,11.5,59.9
00:00:16:00,11.5,59.9
00:00:16:05,11.5,59.9
00:00:16:10,11.5,59.9
00:00:16:15,11.5,59.9
00:00:16:20,11.5,59.9
00:00:16:25,11.5,59.9
00:00:16:30,11.5,59.9
00:00:16:35,11.5,59.9
00:00:16:40,11.5,59.9
00:00:16:45,11.5,59.9
00:00:16:50,11.5,59.9
00:00:16:55,11.5,59.9
00:00:17:00,11.5,59.9
00:00:17:05,11.5,59.9
00:00:17:10,11.5,59.9
00:00:17:15,11.5,59.9
00:00:17:20,11.5,59.9
00:00:17:25,11.5,59.9
00:00:17:30,11.5,59.9
00:00:17:35,11.5,59.9
00:00:17:40,11.5,59.9
00:00:17:45,11.5,59.9
00:00:17:50,11.5,59.9
00:00:17:55,11.5,59.9
00:00:18:00,11.5,59.9
00:00:18:05,11.5,59.9
00:00:18:10,11.5,59.9
00:00:18:15,11.5,59.9
00:00:18:20,11.5,59.9
00:00:18:25,11.5,59.9
00:00:18:30,11.5,59.9
00:00:18:35,11.5,59.9
00:00:18:40,11.5,59.9
00:00:18:45,11.5,59.9
00:00:18:50,11.5,59.9
00:00:18:55,11.5,59.9
00:00:19:00,11.5,59.9
00:00:19:05,11.5,59.9
00:00:19:10,11.5,59.9
00:00:19:15,11.5,59.9
00:00:19:20,11.5,59.9
00:00:19:25,11.5,59.9
00:00:19:30,11.5,59.9
00:00:19:35,11.5,59.9
00:00:19:40,11.5,59.9
00:00:19:45,11.5,59.9
00:00:19:50,11.5,59.9
00:00:19:55,11.5,59.9
00:00:20:00,11.5,59.9
00:00:20:05,11.5,59.9
00:00:20:10,11.5,59.9
00:00:20:15,11.5,59.9
00:00:20:20,11.5,59.9
00:00:20:25,11.5,59.9
00:00:20:30,11.5,59.9
00:00:20:35,11.5,59.9
00:00:20:40,11.5,59.9
00:00:20:45,11.5,59.9
00:00:20:50,11.5,59.9
00:00:20:55,11.5,59.9
00:00:21:00,11.5,59.9
00:00:21:05,11.5,59.9
00:00:21:10,11.5,59.9
00:00:21:15,11.5,59.9
00:00:21:20,11.5,59.9
00:00:21:25,11.5,59.9
00:00:21:30,11.5,59.9
00:00:21:35,11.5,59.9
00:00:21:40,11.5,59.9
00:00:21:45,11.5,59.9
00:00:21:50,11.5,59.9
00:00:21:55,11.5,59.9
00:00:22:00,11.5,59.9
00:00:22:05,11.5,59.9
00:00:22:10,11.5,59.9
00:00:22:15,11.5,59.9
00:00:22:20,11.5,59.9
00:00:22:25,11.5,59.9
00:00:22:30,11.5,59.9
00:00:22:35,11.5,59.9
00:00:22:40,11.5,59.9
00:00:22:45,11.5,59.9
00:00:22:50,11.5,59.9
00:00:22:55,11.5,59.9
00:00:23:00,11.5,59.9
00:00:23:05,11.5,59.9
00:00:23:10,11.5,59.9
00:00:23:15,11.5,59.9
00:00:23:20,11.5,59.9
00:00:23:25,11.5,59.9
00:00:23:30,11.5,59.9
00:00:23:35,11.5,59.9
00:00:23:40,11.5,59.9
00:00:23:45,11.5,59.9
00:00:23:50,11.5,59.9
00:00:23:55,11.5,59.9
00:00:24:00,11.5,59.9
00:00:24:05,11.5,59.9
00:00:24:10,11.5,59.9
00:00:24:15,11.5,59.9
00:00:24:20,11.5,59.9
00:00:24:25,11.5,59.9
00:00:24:30,11.5,59.9
00:00:24:35,11.5,59.9
00:00:24:40,11.5,59.9
00:00:24:45,11.5,59.9
00:00:24:50,11.5,59.9
00:00:24:55,11.5,59.9
00:00:25:00,11.5,59.9
00:00:25:05,11.5,59.9
00:00:25:10,11.5,59.9
00:00:25:15,11.5,59.9
00:00:25:20,11.5,59.9
00:00:25:25,11.5,59.9
00:00:25:30,11.5,59.9
00:00:25:35,11.5,59.9
00:00:25:40,11.5,59.9
00:00:25:45,11.5,59.9
00:00:25:50,11.5,59.9
00:00:25:55,11.5,59.9
00:00:26:00,11.5,59.9
00:00:26:05,11.5,59.9
00:00:26:10,11.5,59.9
00:00:26:15,11.5,59.9
00:00:26:20,11.5,59.9
00:00:26:25,11.5,59.9
00:00:26:30,11.5,59.9
00:00:26:35,11.5,59.9
00:00:26:40,11.5,59.9
00:00:26:45,11.5,59.9
00:00:26:50,11.5,59.9
00:00:26:55,11.5,59.9
00:00:27:00,11.5,59.9
00:00:27:05,11.5,59.9
00:00:27:10,11.5,59.9
00:00:27:15,11.5,59.9
00:00:27:20,11.5,59.9
00:00:27:25,11.5,59.9
00:00:27:30,11.5,59.9
00:00:27:35,11.5,59.9
00:00:27:40,11.5,59.9
00:00:27:45,11.5,59.9
00:00:27:50,11.5,59.9
00:00:27:55,11.5,59.9
00:00:28:00,11.5,59.9
00:00:28:05,11.5,59.9
00:00:28:10,11.5,59.9
00:00:28:15,11.5,59.9
00:00:28:20,11.5,59.9
00:00:28:25,11.5,59.9
00:00:28:30,11.5,59.9
00:00:28:35,11.5,59.9
00:00:28:40,11.5,59.9
00:00:28:45,11.5,59.9
00:00:28:50,11.5,59.9
00:00:28:55,11.5,59.9
00:00:29:00,11.5,59.9
00:00:29:05,11.5,59.9
00:00:29:10,11.5,59.9
00:00:29:15,11.5,59.9
00:00:29:20,11.5,59.9
00:00:29:25,11.5,59.9
00:00:29:30,11.5,59.9
00:00:29:35,11.5,59.9
00:00:29:40,11.5,59.9
00:00:29:45,11.5,59.9
00:00:29:50,11.5,59.9
00:00:29:55,11.5,59.9
00:00:30:00,11.5,59.9
00:00:30:05,11.5,59.9
00:00:30:10,11.5,59.9
00:00:30:15,11.5,59.9
00:00:30:20,11.5,59.9
00:00:30:25,11.5,59.9
00:00:30:30,11.5,59.9
00:00:30:35,11.5,59.9
00:00:30:40,11.5,59.9
00:00:30:45,11.5,59.9
00:00:30:50,11.5,59.9
00:00:30:55,11.5,59.9
00:00:31:00,11.5,59.9
00:00:31:05,11.5,59.9
00:00:31:10,11.5,59.9
00:00:31:15,11.5,59.9
00:00:31:20,11.5,59.9
00:00:31:25,11.5,59.9
00:00:31:30,11.5,59.9
00:00:31:35,11.5,59.9
00:00:31:40,11.5,59.9
00:00:31:45,11.5,59.9
00:00:31:50,11.5,59.9
00:00:31:55,11.5,59.9
00:00:32:00,11.5,59.9
00:00:32:05,11.5,59.9
00:00:32:10,11.5,59.9
00:00:32:15,11.5,59.9
00:00:32:20,11.5,59.9
00:00:32:25,11.5,59.9
00:00:32:30,11.5,59.9
00:00:32:35,11.5,59.9
00:00:32:40,11.5,59.9
00:00:32:45,11.5,59.9
00:00:32:50,11.5,59.9
00:00:32:55,11.5,59.9
00:00:33:00,11.5,59.9
00:00:33:05,11.5,59.9
00:00:33:10,11.5,59.9
00:00:33:15,11.5,59.9
00:00:33:20,11.5,59.9
00:00:33:25,11.5,59.9
00:00:33:30,11.5,59.9
00:00:33:35,11.5,59.9
00:00:33:40,11.5,59.9
00:00:33:45,11.5,59.9
00:00:33:50,11.5,59.9
00:00:33:55,11.5,59.9
00:00:34:00,11.5,59.9
00:00:34:05,11.5,59.9
00:00:34:10,11.5,59.9
00:00:34:15,11.5,59.9
00:00:34:20,11.5,59.9
00:00:34:25,11.5,59.9
00:00:34:30,11.5,59.9
00:00:34:35,11.5,59.9
00:00:34:40,11.5,59.9
00:00:34:45,11.5,59.9
00:00:34:50,11.5,59.9
00:00:34:55,11.5,59.9
00:00:35:00,11.5,59.9
00:00:35:05,11.5,59.9
00:00:35:10,11.5,59.9
00:00:35:15,11.5,59.9
00:00:35:20,11.5,59.9
00:00:35:25,11.5,59.9
00:00:35:30,11.5,59.9
00:00:35:35,11.5,59.9
00:00:35:40,11.5,59.9
00:00:35:45,11.5,59.9
00:00:35:50,11.5,59.9
00:00:35:55,11.5,59.9
00:00:36:00,11.5,59.9
00:00:36:05,11.5,59.9
00:00:36:10,11.5,59.9
00:00:36:15,11.5,59.9
00:00:36:20,11.5,59.9
00:00:36:25,11.5,59.9
00:00:36:30,11.5,59.9
00:00:36:35,11.5,59.9
00:00:36:40,11.5,59.9
00:00:36:45,11.5,59.9
00:00:36:50,11.5,59.9
00:00:36:55,11.5,59.9
00:00:37:00,11.5,59.9
00:00:37:05,11.5,59.9
00:00:37:10,11.5,59.9
00:00:37:15,11.5,59.9
00:00:37:20,11.5,59.9
00:00:37:25,11.5,59.9
00:00:37:30,11.5,59.9
00:00:37:35,11.5,59.9
00:00:37:40,11.5,59.9
00:00:37:45,11.5,59.9
00:00:37:50,11.5,59.9
00:00:37:55,11.5,59.9
00:00:38:00,11.5,59.9
00:00:38:05,11.5,59.9
00:00:38:10,11.5,59.9
00:00:38:15,11.5,59.9
00:00:38:20,11.5,59.9
00:00:38:25,11.5,59.9
00:00:38:30,11.5,59.9
00:00:38:35,11.5,59.9
00:00:38:40,11.5,60.0
00:00:38:45,11.5,60.0
00:00:38:50,11.5,60.0
00:00:38:55,11.5,60.0
00:00:39:00,11.5,60.0
00:00:39:05,11.5,60.0
00:00:39:10,11.5,60.0
00:00:39:15,11.5,60.0
00:00:39:20,11.5,60.0
00:00:39:25,11.5,60.0
00:00:39:30,11.5,60.0
00:00:39:35,11.5,60.0
00:00:39:40,11.5,60.0
00:00:39:45,11.5,60.0
00:00:39:50,11.5,60.0
00:00:39:55,11.5,60.0
00:00:40:00,11.5,60.0
00:00:40:05,11.5,60.0
00:00:40:10,11.5,60.0
00:00:40:15,11.5,60.0
00:00:40:20,11.5,60.0
00:00:40:25,11.5,60.0
00:00:40:30,11.5,60.0
00:00:40:35,11.5,60.0
00:00:40:40,11.5,60.0
00:00:40:45,11.5,60.0
00:00:40:50,11.5,60.0
00:00:40:55,11.5,60.0
00:00:41:00,11.5,60.0
00:00:41:05,11.5,60.0
00:00:41:10,11.5,60.0
00:00:41:15,11.5,60.0
00:00:41:20,11.5,60.0
00:00:41:25,11.5,60.0
00:00:41:30,11.5,60.0
00:00:41:35,11.5,60.0
00:00:41:40,11.5,60.0
00:00:41:45,11.5,60.0
00:00:41:50,11.5,60.0
00:00:41:55,11.5,60.0
00:00:42:00,11.5,60.0
00:00:42:05,11.5,60.0
00:00:42:10,11.5,60.0
00:00:42:15,11.5,60.0
00:00:42:20,11.5,60.0
00:00:42:25,11.5,60.0
00:00:42:30,11.5,60.0
00:00:42:35,11.5,60.0
00:00:42:40,11.5,60.0
00:00:42:45,11.5,60.0
00:00:42:50,11.5,60.0
00:00:42:55,11.5,60.0
00:00:43:00,11.5,60.0
00:00:43:05,11.5,60.0
00:00:43:10,11.5,60.0
00:00:43:15,11.5,60.0
00:00:43:20,11.5,60.0
00:00:43:25,11.5,60.0
00:00:43:30,11.5,60.0
00:00:43:35,11.5,60.0
00:00:43:40,11.5,60.0
00:00:43:45,11.5,60.0
00:00:43:50,11.5,60.0
00:00:43:55,11.5,60.0
00:00:44:00,11.5,60.0
00:00:44:05,11.5,60.0
00:00:44:10,11.5,60.0
00:00:44:15,11.5,60.0
00:00:44:20,11.5,60.0
00:00:44:25,11.5,60.0
00:00:44:30,11.5,60.0
00:00:44:35,11.5,60.0
00:00:44:40,11.5,60.0
00:00:44:45,11.5,60.0
00:00:44:50,11.5,60.0
00:00:44:55,11.5,60.0
00:00:45:00,11.5,60.0
00:00:45:05,11.5,60.0
00:00:45:10,11.5,60.0
00:00:45:15,11.5,60.0
00:00:45:20,11.5,60.0
00:00:45:25,11.5,60.0
00:00:45:30,11.5,60.0
00:00:45:35,11.5,60.0
00:00:45:40,11.5,60.0
00:00:45:45,11.5,60.0
00:00:45:50,11.5,60.0
00:00:45:55,11.5,60.0
00:00:46:00,11.5,60.0
00:00:46:05,11.5,60.0
00:00:46:10,11.5,60.0
00:00:46:15,11.5,60.0
00:00:46:20,11.5,60.0
00:00:46:25,11.5,60.0
00:00:46:30,11.5,60.0
00:00:46:35,11.5,60.0
00:00:46:40,11.5,60.0
00:00:46:45,11.5,60.0
00:00:46:50,11.5,60.0
00:00:46:55,11.5,60.0
00:00:47:00,11.5,60.0
00:00:47:05,11.5,60.0
00:00:47:10,11.5,60.0
00:00:47:15,11.5,60.0
00:00:47:20,11.5,60.0
00:00:47:25,11.5,60.0
00:00:47:30,11.5,60.0
00:00:47:35,11.5,60.0
00:00:47:40,11.5,60.0
00:00:47:45,11.5,60.0
00:00:47:50,11.5,60.0
00:00:47:55,11.5,60.0
00:00:48:00,11.5,60.0
00:00:48:05,11.5,60.0
00:00:48:10,11.5,60.0
00:00:48:15,11.5,60.0
00:00:48:20,11.5,60.0
00:00:48:25,11.5,60.0
00:00:48:30,11.5,60.0
00:00:48:35,11.5,60.0
00:00:48:40,11.5,60.0
00:00:48:45,11.5,60.0
00:00:48:50,11.5,60.0
00:00:48:55,11.5,60.0
00:00:49:00,11.5,60.0
00:00:49:05,11.5,60.0
00:00:49:10,11.5,60.0
00:00:49:15,11.5,60.0
00:00:49:20,11.5,60.0
00:00:49:25,11.5,60.0
00:00:49:30,11.5,60.0
00:00:49:35,11.5,60.0
00:00:49:40,11.5,60.0
00:00:49:45,11.5,60.0
00:00:49:50,11.5,60.0
00:00:49:55,11.5,60.0
00:00:50:00,11.5,60.0
00:00:50:05,11.5,60.0
00:00:50:10,11.5,60.0
00:00:50:15,11.5,60.0
00:00:50:20,11.5,60.0
00:00:50:25,11.5,60.0
00:00:50:30,11.5,60.0
00:00:50:35,11.5,60.0
00:00:50:40,11.5,60.0
00:00:50:45,11.5,60.0
00:00:50:50,11.5,60.0
00:00:50:55,11.5,60.0
00:00:51:00,11.5,60.0
00:00:51:05,11.5,60.0
00:00:51:10,11.5,60.0
00:00:51:15,11.5,60.0
00:00:51:20,11.5,60.0
00:00:51:25,11.5,60.0
00:00:51:30,11.5,60.0
00:00:51:35,11.5,60.0
00:00:51:40,11.5,60.0
00:00:51:45,11.5,60.0
00:00:51:50,11.5,60.0
00:00:51:55,11.5,60.0
00:00:52:00,11.5,60.0
00:00:52:05,11.5,60.0
00:00:52:10,11.5,60.0
00:00:52:15,11.5,60.0
00:00:52:20,11.5,60.0
00:00:52:25,11.5,60.0
00:00:52:30,11.5,60.0
00:00:52:35,11.5,60.0
00:00:52:40,11.5,60.0
00:00:52:45,11.5,60.0
00:00:52:50,11.5,60.0
00:00:52:55,11.5,60.0
00:00:53:00,11.5,60.0
00:00:53:05,11.5,60.0
00:00:53:10,11.5,60.0
00:00:53:15,11.5,60.0
00:00:53:20,11.5,60.0
00:00:53:25,11.4,60.0
00:00:53:30,11.4,60.0
00:00:53:35,11.4,60.0
00:00:53:40,11.4,60.0
00:00:53:45,11.4,60.0
00:00:53:50,11.4,60.0
00:00:53:55,11.4,60.0
00:00:54:00,11.4,60.0
00:00:54:05,11.4,60.0
00:00:54:10,11.4,60.0
00:00:54:15,11.4,60.0
00:00:54:20,11.4,60.0
00:00:54:25,11.4,60.0
00:00:54:30,11.4,60.0
00:00:54:35,11.4,60.0
00:00:54:40,11.4,60.0
00:00:54:45,11.4,60.0
00:00:54:50,11.4,60.1
00:00:54:55,11.4,60.1
00:00:55:00,11.4,60.1
00:00:55:05,11.4,60.1
00:00:55:10,11.4,60.1
00:00:55:15,11.4,60.1
00:00:55:20,11.4,60.1
00:00:55:25,11.4,60.1
00:00:55:30,11.4,60.1
00:00:55:35,11.4,60.1
00:00:55:40,11.4,60.1
00:00:55:45,11.4,60.1
00:00:55:50,11.4,60.1
00:00:55:55,11.4,60.1
00:00:56:00,11.4,60.1
00:00:56:05,11.4,60.1
00:00:56:10,11.4,60.1
00:00:56:15,11.4,60.1
00:00:56:20,11.4,60.1
00:00:56:25,11.4,60.1
00:00:56:30,11.4,60.1
00:00:56:35,11.4,60.1
00:00:56:40,11.4,60.1
00:00:56:45,11.4,60.1
00:00:56:50,11.4,60.1
00:00:56:55,11.4,60.1
00:00:57:00,11.4,60.1
00:00:57:05,11.4,60.1
00:00:57:10,11.4,60.1
00:00:57:15,11.4,60.1
00:00:57:20,11.4,60.1
00:00:57:25,11.4,60.1
00:00:57:30,11.4,60.1
00:00:57:35,11.4,60.1
00:00:57:40,11.4,60.1
00:00:57:45,11.4,60.1
00:00:57:50,11.4,60.1
00:00:57:55,11.4,60.1
00:00:58:00,11.4,60.1
00:00:58:05,11.4,60.1
00:00:58:10,11.4,60.1
00:00:58:15,11.4,60.1
00:00:58:20,11.4,60.1
00:00:58:25,11.4,60.1
00:00:58:30,11.4,60.1
00:00:58:35,11.4,60.1
00:00:58:40,11.4,60.1
00:00:58:45,11.4,60.1
00:00:58:50,11.4,60.1
00:00:58:55,11.4,60.1
00:00:59:00,11.4,60.1
00:00:59:05,11.4,60.1
00:00:59:10,11.4,60.1
00:00:59:15,11.4,60.1
00:00:59:20,11.4,60.1
00:00:59:25,11.4,60.1
00:00:59:30,11.4,60.1
00:00:59:35,11.4,60.1
00:00:59:40,11.4,60.1
00:00:59:45,11.4,60.1
00:00:59:50,11.4,60.1
00:00:59:55,11.4,60.1
00:01:00:00,11.4,60.1
00:01:00:05,11.4,60.1
00:01:00:10,11.4,60.1
00:01:00:15,11.4,60.1
00:01:00:20,11.4,60.1
00:01:00:25,11.4,60.1
00:01:00:30,11.4,60.1
00:01:00:35,11.4,60.1
00:01:00:40,11.4,60.1
00:01:00:45,11.4,60.1
00:01:00:50,11.4,60.1
00:01:00:55,11.4,60.1
00:01:01:00,11.4,60.1
00:01:01:05,11.4,60.1
00:01:01:10,11.4,60.1
00:01:01:15,11.4,60.1
00:01:01:20,11.4,60.1
00:01:01:25,11.4,60.1
00:01:01:30,11.4,60.1
00:01:01:35,11.4,60.1
00:01:01:40,11.4,60.1
00:01:01:45,11.4,60.1
00:01:01:50,11.4,60.1
00:01:01:55,11.4,60.1
00:01:02:00,11.4,60.1
00:01:02:05,11.4,60.1
00:01:02:10,11.4,60.1
00:01:02:15,11.4,60.1
00:01:02:20,11.4,60.1
00:01:02:25,11.4,60.1
00:01:02:30,11.4,60.1
00:01:02:35,11.4,60.1
00:01:02:40,11.4,60.1
00:01:02:45,11.4,60.1
00:01:02:50,11.4,60.1
00:01:02:55,11.4,60.1
00:01:03:00,11.4,60.1
00:01:03:05,11.4,60.1
00:01:03:10,11.4,60.1
00:01:03:15,11.4,60.1
00:01:03:20,11.4,60.1
00:01:03:25,11.4,60.1
00:01:03:30,11.4,60.1
00:01:03:35,11.4,60.1
00:01:03:40,11.4,60.1
00:01:03:45,11.4,60.1
00:01:03:50,11.4,60.1
00:01:03:55,11.4,60.2
00:01:04:00,11.4,60.2
00:01:04:05,11.4,60.2
00:01:04:10,11.4,60.2
00:01:04:15,11.4,60.2
00:01:04:20,11.4,60.2
00:01:04:25,11.4,60.2
00:01:04:30,11.4,60.2
00:01:04:35,11.4,60.2
00:01:04:40,11.4,60.2
00:01:04:45,11.4,60.2
00:01:04:50,11.4,60.2
00:01:04:55,11.4,60.2
00:01:05:00,11.4,60.2
00:01:05:05,11.4,60.2
00:01:05:10,11.4,60.2
00:01:05:15,11.4,60.2
00:01:05:20,11.4,60.2
00:01:05:25,11.4,60.2
00:01:05:30,11.4,60.2
00:01:05:35,11.4,60.2
00:01:05:40,11.4,60.2
00:01:05:45,11.4,60.2
00:01:05:50,11.4,60.2
00:01:05:55,11.4,60.2
00:01:06:00,11.4,60.2
00:01:06:05,11.4,60.2
00:01:06:10,11.4,60.2
00:01:06:15,11.4,60.2
00:01:06:20,11.4,60.2
00:01:06:25,11.4,60.2
00:01:06:30,11.4,60.2
00:01:06:35,11.4,60.2
00:01:06:40,11.4,60.2
00:01:06:45,11.4,60.2
00:01:06:50,11.4,60.2
00:01:06:55,11.4,60.2
00:01:07:00,11.4,60.2
00:01:07:05,11.4,60.2
00:01:07:10,11.4,60.2
00:01:07:15,11.4,60.2
00:01:07:20,11.4,60.2
00:01:07:25,11.4,60.2
00:01:07:30,11.4,60.2
00:01:07:35,11.4,60.2
00:01:07:40,11.4,60.2
00:01:07:45,11.4,60.2
00:01:07:50,11.4,60.2
00:01:07:55,11.4,60.2
00:01:08:00,11.4,60.2
00:01:08:05,11.4,60.2
00:01:08:10,11.4,60.2
00:01:08:15,11.4,60.2
00:01:08:20,11.4,60.2
00:01:08:25,11.4,60.2
00:01:08:30,11.4,60.2
00:01:08:35,11.4,60.2
00:01:08:40,11.4,60.2
00:01:08:45,11.4,60.2
00:01:08:50,11.4,60.2
00:01:08:55,11.4,60.2
00:01:09:00,11.4,60.2
00:01:09:05,11.4,60.2
00:01:09:10,11.4,60.2
00:01:09:15,11.4,60.2
00:01:09:20,11.4,60.2
00:01:09:25,11.4,60.2
00:01:09:30,11.4,60.2
00:01:09:35,11.4,60.2
00:01:09:40,11.4,60.2
00:01:09:45,11.4,60.2
00:01:09:50,11.4,60.2
00:01:09:55,11.4,60.2
00:01:10:00,11.4,60.2
00:01:10:05,11.4,60.2
00:01:10:10,11.4,60.2
00:01:10:15,11.4,60.2
00:01:10:20,11.4,60.2
00:01:10:25,11.4,60.2
00:01:10:30,11.4,60.2
00:01:10:35,11.4,60.2
00:01:10:40,11.4,60.2
00:01:10:45,11.4,60.2
00:01:10:50,11.4,60.3
00:01:10:55,11.4,60.3
00:01:11:00,11.4,60.3
00:01:11:05,11.4,60.3
00:01:11:10,11.4,60.3
00:01:11:15,11.4,60.3
00:01:11:20,11.4,60.3
00:01:11:25,11.4,60.3
00:01:11:30,11.4,60.3
00:01:11:35,11.4,60.3
00:01:11:40,11.4,60.3
00:01:11:45,11.4,60.3
00:01:11:50,11.4,60.3
00:01:11:55,11.4,60.3
00:01:12:00,11.4,60.3
00:01:12:05,11.4,60.3
00:01:12:10,11.4,60.3
00:01:12:15,11.4,60.3
00:01:12:20,11.4,60.3
00:01:12:25,11.3,60.3
00:01:12:30,11.3,60.3
00:01:12:35,11.3,60.3
00:01:12:40,11.3,60.3
