timestamp,temperature,humidity,heater_status,cooler_status
05:13:00:00,20.4,54.8,0,0
05:14:00:00,20.4,54.85,0,0
05:15:00:00,20.37,54.92,0,0
05:16:00:00,20.37,54.9,0,0
05:17:00:00,20.35,54.82,0,0
05:18:00:00,20.37,54.82,0,0
05:19:00:00,20.34,54.76,0,0
05:20:00:00,20.34,54.84,0,0
05:21:00:00,20.34,54.76,0,0
05:22:00:00,20.33,54.75,0,0
05:23:00:00,20.28,54.74,0,0
05:24:00:00,20.28,54.78,0,0
05:25:00:00,20.32,54.83,0,0
05:26:00:00,20.32,54.78,0,0
05:27:00:00,20.37,54.78,0,0
05:28:00:00,20.37,54.78,0,0
05:29:00:00,20.38,54.77,0,0
05:30:00:00,20.37,54.74,0,0
05:31:00:00,20.37,54.71,0,0
05:32:00:00,20.36,54.72,0,0
05:33:00:00,20.36,54.79,0,0
05:34:00:00,20.31,54.84,0,0
05:35:00:00,20.33,54.74,0,0
05:36:00:00,20.33,54.72,0,0
05:37:00:00,20.3,54.68,0,0
05:38:00:00,20.28,54.77,0,0
05:39:00:00,20.31,54.83,0,0
05:40:00:00,20.32,54.77,0,0
05:41:00:00,20.31,54.8,0,0
05:42:00:00,20.29,54.83,0,0
05:43:00:00,20.29,54.81,0,0
05:44:00:00,20.31,54.83,0,0
05:45:00:00,20.3,54.89,0,0
05:46:00:00,20.28,54.92,0,0
05:47:00:00,20.3,54.9,0,0
05:48:00:00,20.31,54.84,0,0
05:49:00:00,20.33,54.83,0,0
05:50:00:00,20.32,54.88,0,0
05:51:00:00,20.31,54.81,0,0
05:52:00:00,20.28,54.84,0,0
05:53:00:00,20.26,54.92,0,0
05:54:00:00,20.22,55.01,0,0
05:55:00:00,20.22,55.0,0,0
05:56:00:00,20.22,55.02,0,0
05:57:00:00,20.22,55.08,0,0
05:58:00:00,20.22,55.08,0,0
05:59:00:00,20.22,55.08,0,0
06:00:00:00,20.23,54.99,0,0
06:01:00:00,20.2,55.03,0,0
06:02:00:00,20.21,55.02,0,0
06:03:00:00,20.21,55.03,0,0
06:04:00:00,20.2,54.99,0,0
06:05:00:00,20.21,54.94,0,0
06:06:00:00,20.22,54.86,0,0
06:07:00:00,20.24,54.88,0,0
06:08:00:00,20.25,54.93,0,0
06:09:00:00,20.29,54.98,0,0
06:10:00:00,20.25,54.91,0,0
06:11:00:00,20.24,54.91,0,0
06:12:00:00,20.26,54.88,0,0
06:13:00:00,20.26,54.84,0,0
06:14:00:00,20.25,54.76,0,0
06:15:00:00,20.24,54.7,0,0
06:16:00:00,20.22,54.75,0,0
06:17:00:00,20.21,54.88,0,0
06:18:00:00,20.22,54.89,0,0
06:19:00:00,20.2,54.92,0,0
06:20:00:00,20.19,54.93,0,0
06:21:00:00,20.25,54.92,0,0
06:22:00:00,20.27,54.88,0,0
06:23:00:00,20.28,54.97,0,0
06:24:00:00,20.27,55.06,0,0
06:25:00:00,20.28,55.03,0,0
06:26:00:00,20.3,55.08,0,0
06:27:00:00,20.31,55.0,0,0
06:28:00:00,20.3,54.99,0,0
06:29:00:00,20.3,55.02,0,0
06:30:00:00,20.31,54.95,0,0
06:31:00:00,20.32,54.98,0,0
06:32:00:00,20.33,55.03,0,0
06:33:00:00,20.35,55.05,0,0
06:34:00:00,20.36,54.97,0,0
06:35:00:00,20.37,54.98,0,0
06:36:00:00,20.38,54.91,0,0
06:37:00:00,20.36,54.96,0,0
06:38:00:00,20.36,55.0,0,0
06:39:00:00,20.36,55.0,0,0
06:40:00:00,20.38,54.97,0,0
06:41:00:00,20.39,54.94,0,0
06:42:00:00,20.38,54.93,0,0
06:43:00:00,20.39,54.9,0,0
06:44:00:00,20.42,54.86,0,0
06:45:00:00,20.42,54.83,0,0
06:46:00:00,20.45,54.84,0,0
06:47:00:00,20.47,54.77,0,0
06:48:00:00,20.48,54.81,0,0
06:49:00:00,20.49,54.86,0,0
06:50:00:00,20.48,54.93,0,0
06:51:00:00,20.53,54.91,0,0
06:52:00:00,20.52,54.98,0,0
06:53:00:00,20.56,54.96,0,0
06:54:00:00,20.55,54.94,0,0
06:55:00:00,20.53,54.89,0,0
06:56:00:00,20.51,54.85,0,0
06:57:00:00,20.51,54.87,0,0
06:58:00:00,20.55,54.81,0,0
06:59:00:00,20.57,54.8,0,0
07:00:00:00,20.57,54.83,0,0
07:01:00:00,20.55,54.85,0,0
07:02:00:00,20.56,54.88,0,0
07:03:00:00,20.57,55.0,0,0
07:04:00:00,20.56,54.97,0,0
07:05:00:00,20.55,54.94,0,0
07:06:00:00,20.54,55.0,0,0
07:07:00:00,20.57,54.97,0,0
07:08:00:00,20.56,54.99,0,0
07:09:00:00,20.55,55.02,0,0
07:10:00:00,20.56,54.94,0,0
07:11:00:00,20.59,55.03,0,0
07:12:00:00,20.58,55.01,0,0
07:13:00:00,20.59,55.03,0,0
07:14:00:00,20.61,55.13,0,0
07:15:00:00,20.61,55.09,0,0
07:16:00:00,20.58,55.05,0,0
07:17:00:00,20.58,55.14,0,0
07:18:00:00,20.58,55.15,0,0
07:19:00:00,20.58,55.21,0,0
07:20:00:00,20.63,55.18,0,0
07:21:00:00,20.63,55.23,0,0
07:22:00:00,20.64,55.32,0,0
07:23:00:00,20.66,55.3,0,0
07:24:00:00,20.67,55.35,0,0
07:25:00:00,20.69,55.38,0,0
07:26:00:00,20.72,55.44,0,0
07:27:00:00,20.75,55.47,0,0
07:28:00:00,20.75,55.47,0,0
07:29:00:00,20.78,55.43,0,0
07:30:00:00,20.79,55.41,0,0
07:31:00:00,20.79,55.47,0,0
07:32:00:00,20.8,55.47,0,0
07:33:00:00,20.77,55.51,0,0
07:34:00:00,20.79,55.62,0,0
07:35:00:00,20.79,55.63,0,0
07:36:00:00,20.8,55.7,0,0
07:37:00:00,20.8,55.72,0,0
07:38:00:00,20.81,55.72,0,0
07:39:00:00,20.81,55.73,0,0
07:40:00:00,20.83,55.68,0,0
07:41:00:00,20.84,55.64,0,0
07:42:00:00,20.86,55.57,0,0
07:43:00:00,20.86,55.58,0,0
07:44:00:00,20.89,55.58,0,0
07:45:00:00,20.88,55.67,0,0
07:46:00:00,20.86,55.56,0,0
07:47:00:00,20.87,55.53,0,0
07:48:00:00,20.85,55.57,0,0
07:49:00:00,20.86,55.54,0,0
07:50:00:00,20.84,55.58,0,0
07:51:00:00,20.86,55.57,0,0
07:52:00:00,20.9,55.52,0,0
07:53:00:00,20.87,55.48,0,0
07:54:00:00,20.87,55.49,0,0
07:55:00:00,20.87,55.51,0,0
07:56:00:00,20.85,55.58,0,0
07:57:00:00,20.85,55.64,0,0
07:58:00:00,20.86,55.66,0,0
07:59:00:00,20.88,55.68,0,0
08:00:00:00,20.89,55.74,0,0
08:01:00:00,20.9,55.78,0,0
08:02:00:00,20.9,55.85,0,0
08:03:00:00,20.89,55.94,0,0
08:04:00:00,20.89,55.86,0,0
08:05:00:00,20.9,55.83,0,0
08:06:00:00,20.92,55.79,0,0
08:07:00:00,20.91,55.7,0,0
08:08:00:00,20.91,55.58,0,0
08:09:00:00,20.88,55.61,0,0
08:10:00:00,20.9,55.63,0,0
08:11:00:00,20.88,55.63,0,0
08:12:00:00,20.89,55.57,0,0
08:13:00:00,20.92,55.61,0,0
08:14:00:00,20.92,55.61,0,0
08:15:00:00,20.93,55.51,0,0
08:16:00:00,20.93,55.47,0,0
08:17:00:00,20.91,55.46,0,0
08:18:00:00,20.95,55.49,0,0
08:19:00:00,20.94,55.51,0,0
08:20:00:00,20.97,55.56,0,0
08:21:00:00,20.98,55.52,0,0
08:22:00:00,21.0,55.54,0,0
08:23:00:00,21.02,55.57,0,0
08:24:00:00,21.04,55.55,0,0
08:25:00:00,21.07,55.55,0,0
08:26:00:00,21.12,55.52,0,0
08:27:00:00,21.16,55.53,0,0
08:28:00:00,21.15,55.5,0,0
08:29:00:00,21.14,55.52,0,0
08:30:00:00,21.16,55.49,0,0
08:31:00:00,21.16,55.6,0,0
08:32:00:00,21.2,55.62,0,0
08:33:00:00,21.2,55.62,0,0
08:34:00:00,21.22,55.57,0,0
08:35:00:00,21.22,55.48,0,0
08:36:00:00,21.23,55.51,0,0
08:37:00:00,21.23,55.59,0,0
08:38:00:00,21.2,55.52,0,0
08:39:00:00,21.21,55.57,0,0
08:40:00:00,21.25,55.54,0,0
08:41:00:00,21.28,55.54,0,0
08:42:00:00,21.28,55.58,0,0
08:43:00:00,21.29,55.5,0,0
08:44:00:00,21.33,55.57,0,0
08:45:00:00,21.32,55.59,0,0
08:46:00:00,21.33,55.6,0,0
08:47:00:00,21.32,55.56,0,0
08:48:00:00,21.33,55.62,0,0
08:49:00:00,21.34,55.6,0,0
08:50:00:00,21.36,55.46,0,0
08:51:00:00,21.39,55.37,0,0
08:52:00:00,21.38,55.31,0,0
08:53:00:00,21.36,55.37,0,0
08:54:00:00,21.36,55.38,0,0
08:55:00:00,21.36,55.41,0,0
08:56:00:00,21.37,55.34,0,0
08:57:00:00,21.39,55.31,0,0
08:58:00:00,21.36,55.29,0,0
08:59:00:00,21.4,55.33,0,0
09:00:00:00,21.39,55.31,0,0
09:01:00:00,21.39,55.41,0,0
09:02:00:00,21.4,55.43,0,0
09:03:00:00,21.43,55.44,0,0
09:04:00:00,21.43,55.43,0,0
09:05:00:00,21.43,55.43,0,0
09:06:00:00,21.45,55.43,0,0
09:07:00:00,21.47,55.43,0,0
09:08:00:00,21.47,55.32,0,0
09:09:00:00,21.49,55.34,0,0
09:10:00:00,21.52,55.19,0,0
09:11:00:00,21.56,55.18,0,0
09:12:00:00,21.59,55.13,0,0
09:13:00:00,21.61,55.08,0,0
09:14:00:00,21.6,55.17,0,0
09:15:00:00,21.6,55.18,0,0
09:16:00:00,21.62,55.2,0,0
09:17:00:00,21.63,55.22,0,0
09:18:00:00,21.68,55.22,0,0
09:19:00:00,21.69,55.27,0,0
09:20:00:00,21.71,55.32,0,0
09:21:00:00,21.73,55.27,0,0
09:22:00:00,21.77,55.21,0,0
09:23:00:00,21.78,55.17,0,0
09:24:00:00,21.78,55.18,0,0
09:25:00:00,21.79,55.2,0,0
09:26:00:00,21.83,55.22,0,0
09:27:00:00,21.82,55.27,0,0
09:28:00:00,21.85,55.21,0,0
09:29:00:00,21.87,55.24,0,0
09:30:00:00,21.87,55.31,0,0
09:31:00:00,21.87,55.31,0,0
09:32:00:00,21.87,55.31,0,0
09:33:00:00,21.85,55.24,0,0
09:34:00:00,21.89,55.19,0,0
09:35:00:00,21.87,55.08,0,0
09:36:00:00,21.86,55.02,0,0
09:37:00:00,21.9,55.06,0,0
09:38:00:00,21.89,55.17,0,0
09:39:00:00,21.91,55.16,0,0
09:40:00:00,21.87,55.27,0,0
09:41:00:00,21.84,55.19,0,0
09:42:00:00,21.87,55.31,0,0
09:43:00:00,21.9,55.33,0,0
09:44:00:00,21.92,55.37,0,0
09:45:00:00,21.94,55.39,0,0
09:46:00:00,21.94,55.38,0,0
09:47:00:00,21.93,55.37,0,0
09:48:00:00,21.9,55.36,0,0
09:49:00:00,21.89,55.3,0,0
09:50:00:00,21.9,55.37,0,0
09:51:00:00,21.92,55.29,0,0
09:52:00:00,21.9,55.33,0,0
09:53:00:00,21.89,55.32,0,0
09:54:00:00,21.9,55.27,0,0
09:55:00:00,21.91,55.2,0,0
09:56:00:00,21.9,55.22,0,0
09:57:00:00,21.87,55.24,0,0
09:58:00:00,21.88,55.26,0,0
09:59:00:00,21.89,55.33,0,0
10:00:00:00,21.89,55.31,0,0
10:01:00:00,21.9,55.33,0,0
10:02:00:00,21.91,55.33,0,0
10:03:00:00,21.9,55.3,0,0
10:04:00:00,21.87,55.38,0,0
10:05:00:00,21.85,55.35,0,0
10:06:00:00,21.84,55.39,0,0
10:07:00:00,21.84,55.45,0,0
10:08:00:00,21.83,55.46,0,0
10:09:00:00,21.82,55.57,0,0
10:10:00:00,21.8,55.58,0,0
10:11:00:00,21.82,55.6,0,0
10:12:00:00,21.82,55.59,0,0
10:13:00:00,21.82,55.58,0,0
10:14:00:00,21.85,55.69,0,0
10:15:00:00,21.84,55.62,0,0
10:16:00:00,21.84,55.75,0,0
10:17:00:00,21.83,55.83,0,0
10:18:00:00,21.87,55.8,0,0
10:19:00:00,21.88,55.88,0,0
10:20:00:00,21.88,55.87,0,0
10:21:00:00,21.87,55.82,0,0
10:22:00:00,21.87,55.75,0,0
10:23:00:00,21.87,55.71,0,0
10:24:00:00,21.88,55.63,0,0
10:25:00:00,21.89,55.67,0,0
10:26:00:00,21.86,55.69,0,0
10:27:00:00,21.89,55.63,0,0
10:28:00:00,21.92,55.65,0,0
10:29:00:00,21.91,55.64,0,0
10:30:00:00,21.93,55.64,0,0
10:31:00:00,21.94,55.6,0,0
10:32:00:00,21.95,55.52,0,0
10:33:00:00,21.96,55.48,0,0
10:34:00:00,21.95,55.54,0,0
10:35:00:00,21.97,55.56,0,0
10:36:00:00,21.95,55.55,0,0
10:37:00:00,21.98,55.55,0,0
10:38:00:00,22.03,55.57,0,0
10:39:00:00,22.04,55.55,0,0
10:40:00:00,22.05,55.54,0,0
10:41:00:00,22.07,55.59,0,0
10:42:00:00,22.06,55.52,0,0
10:43:00:00,22.03,55.54,0,0
10:44:00:00,22.01,55.43,0,0
10:45:00:00,22.02,55.56,0,0
10:46:00:00,22.03,55.6,0,0
10:47:00:00,22.03,55.59,0,0
10:48:00:00,22.05,55.57,0,0
10:49:00:00,22.06,55.59,0,0
10:50:00:00,22.06,55.64,0,0
10:51:00:00,22.06,55.6,0,0
10:52:00:00,22.07,55.55,0,0
10:53:00:00,22.08,55.55,0,0
10:54:00:00,22.1,55.57,0,0
10:55:00:00,22.11,55.61,0,0
10:56:00:00,22.14,55.63,0,0
10:57:00:00,22.15,55.57,0,0
10:58:00:00,22.13,55.55,0,0
10:59:00:00,22.12,55.54,0,0
11:00:00:00,22.13,55.56,0,0
11:01:00:00,22.13,55.58,0,0
11:02:00:00,22.14,55.48,0,0
11:03:00:00,22.12,55.47,0,0
11:04:00:00,22.1,55.5,0,0
11:05:00:00,22.14,55.56,0,0
11:06:00:00,22.14,55.63,0,0
11:07:00:00,22.15,55.62,0,0
11:08:00:00,22.14,55.6,0,0
11:09:00:00,22.14,55.61,0,0
11:10:00:00,22.15,55.6,0,0
11:11:00:00,22.16,55.66,0,0
11:12:00:00,22.18,55.58,0,0
11:13:00:00,22.14,55.63,0,0
11:14:00:00,22.11,55.62,0,0
11:15:00:00,22.1,55.52,0,0
11:16:00:00,22.11,55.56,0,0
11:17:00:00,22.11,55.43,0,0
11:18:00:00,22.1,55.45,0,0
11:19:00:00,22.07,55.45,0,0
11:20:00:00,22.08,55.48,0,0
11:21:00:00,22.09,55.43,0,0
11:22:00:00,22.12,55.42,0,0
11:23:00:00,22.12,55.37,0,0
11:24:00:00,22.12,55.33,0,0
11:25:00:00,22.12,55.41,0,0
11:26:00:00,22.1,55.33,0,0
11:27:00:00,22.13,55.31,0,0
11:28:00:00,22.12,55.36,0,0
11:29:00:00,22.11,55.45,0,0
11:30:00:00,22.13,55.43,0,0
11:31:00:00,22.18,55.39,0,0
11:32:00:00,22.2,55.41,0,0
11:33:00:00,22.23,55.48,0,0
11:34:00:00,22.24,55.44,0,0
11:35:00:00,22.25,55.41,0,0
11:36:00:00,22.3,55.41,0,0
