id,timestamp,temperature,humidity
274,2026-05-1213:31:54,23.2,28.1
275,2026-05-1213:32:00,23.2,28.1
276,2026-05-1213:32:07,23.2,28.0
277,2026-05-1213:32:14,23.3,28.0
278,2026-05-1213:32:20,23.3,27.9
279,2026-05-1213:32:27,23.3,27.8
280,2026-05-1213:32:33,23.3,27.9
281,2026-05-1213:32:40,23.3,27.9
282,2026-05-1213:32:47,23.3,28.0
283,2026-05-1213:32:53,23.3,27.9
284,2026-05-1213:33:00,23.3,27.8
285,2026-05-1213:33:07,23.3,27.7
286,2026-05-1213:33:13,23.3,27.5
287,2026-05-1213:33:20,23.3,27.5
288,2026-05-1213:33:26,23.3,27.5
289,2026-05-1213:33:33,23.3,27.4
290,2026-05-1213:33:40,23.3,27.4
291,2026-05-1213:33:46,23.3,27.4
292,2026-05-1213:33:53,23.3,27.2
293,2026-05-1213:33:59,23.3,27.1
294,2026-05-1213:34:06,23.3,27.1
295,2026-05-1213:34:13,23.3,27.1
296,2026-05-1213:34:19,23.3,27.1
297,2026-05-1213:34:25,23.3,27.1
298,2026-05-1213:34:32,23.3,27.3
299,2026-05-1213:34:39,23.3,27.2
300,2026-05-1213:34:46,23.3,27.3
301,2026-05-1213:34:52,23.3,27.3
302,2026-05-1213:34:59,23.3,27.3
303,2026-05-1213:35:05,23.3,27.3
304,2026-05-1213:35:12,23.3,27.2
305,2026-05-1213:35:19,23.3,27.2
306,2026-05-1213:35:25,23.3,27.2
307,2026-05-1213:35:32,23.3,27.2
308,2026-05-1213:35:38,23.3,27.1
309,2026-05-1213:35:45,23.3,27.1
310,2026-05-1213:35:51,23.3,27.0
311,2026-05-1213:35:58,23.2,26.9
312,2026-05-1213:36:05,23.2,26.8
313,2026-05-1213:36:11,23.2,26.8
314,2026-05-1213:36:18,23.2,26.8
315,2026-05-1213:36:24,23.2,26.9
316,2026-05-1213:36:31,23.2,26.9
317,2026-05-1213:36:38,23.2,26.9
318,2026-05-1213:36:44,23.2,26.9
319,2026-05-1213:36:51,23.2,26.8
320,2026-05-1213:36:58,23.2,26.7
321,2026-05-1213:37:04,23.2,26.6
322,2026-05-1213:37:11,23.2,26.5
323,2026-05-1213:37:17,23.2,26.4
324,2026-05-1213:37:24,23.2,26.4
325,2026-05-1213:37:31,23.1,26.3
326,2026-05-1213:37:37,23.1,26.4
327,2026-05-1213:37:44,23.2,26.4
328,2026-05-1213:37:50,23.1,26.4
329,2026-05-1213:37:57,23.1,26.5
330,2026-05-1213:38:04,23.1,26.6
331,2026-05-1213:38:10,23.1,26.6
332,2026-05-1213:38:17,23.1,26.7
333,2026-05-1213:38:23,23.1,26.8
334,2026-05-1213:38:30,23.1,26.8
335,2026-05-1213:38:37,23.1,26.9
336,2026-05-1213:38:43,23.1,27.0
337,2026-05-1213:38:50,23.1,27.0
338,2026-05-1213:38:56,23.1,27.1
339,2026-05-1213:39:03,23.1,27.1
340,2026-05-1213:39:09,23.1,27.1
341,2026-05-1213:39:16,23.1,27.2
342,2026-05-1213:39:23,23.2,27.2
343,2026-05-1213:39:29,23.1,27.2
344,2026-05-1213:39:36,23.1,27.2
345,2026-05-1213:39:43,23.1,27.2
346,2026-05-1213:39:49,23.1,27.3
347,2026-05-1213:39:56,23.2,27.3
348,2026-05-1213:40:02,23.2,27.3
349,2026-05-1213:40:09,23.2,27.3
350,2026-05-1213:40:15,23.1,27.3
351,2026-05-1213:40:22,23.2,27.3
352,2026-05-1213:40:29,23.2,27.3
353,2026-05-1213:40:35,23.2,27.3
354,2026-05-1213:40:42,23.2,27.3
355,2026-05-1213:40:49,23.2,27.3
356,2026-05-1213:40:55,23.2,27.3
357,2026-05-1213:41:02,23.2,27.3
358,2026-05-1213:41:08,23.2,27.3
359,2026-05-1213:41:15,23.2,27.4
360,2026-05-1213:41:22,23.2,27.3
361,2026-05-1213:41:28,23.2,27.3
362,2026-05-1213:41:35,23.2,27.4
363,2026-05-1213:41:41,23.2,27.3
364,2026-05-1213:41:48,23.2,27.4
365,2026-05-1213:41:54,23.2,27.4
366,2026-05-1213:42:01,23.2,27.2
367,2026-05-1213:42:08,23.2,27.3
368,2026-05-1213:42:14,23.2,27.3
369,2026-05-1213:42:21,23.2,27.3
370,2026-05-1213:42:27,23.2,27.2
371,2026-05-1213:42:34,23.2,27.3
372,2026-05-1213:42:41,23.2,27.2
373,2026-05-1213:42:47,23.2,27.2
374,2026-05-1213:42:54,23.2,27.3
375,2026-05-1213:43:00,23.2,27.2
376,2026-05-1213:43:07,23.2,27.2
377,2026-05-1213:43:14,23.2,27.2
378,2026-05-1213:43:20,23.2,27.2
379,2026-05-1213:43:27,23.2,27.1
380,2026-05-1213:43:34,23.2,27.1
381,2026-05-1213:43:40,23.2,27.1
382,2026-05-1213:43:47,23.2,27.1
383,2026-05-1213:43:53,23.2,27.1
384,2026-05-1213:44:00,23.2,27.1
385,2026-05-1213:44:06,23.2,27.1
386,2026-05-1213:44:13,23.3,27.1
387,2026-05-1213:44:20,23.3,27.1
388,2026-05-1213:44:26,23.3,27.1
389,2026-05-1213:44:33,23.3,27.1
390,2026-05-1213:44:40,23.3,27.2
391,2026-05-1213:44:46,23.3,27.2
392,2026-05-1213:44:53,23.3,27.2
393,2026-05-1213:44:59,23.3,27.2
394,2026-05-1213:45:06,23.3,27.1
395,2026-05-1213:45:13,23.3,27.1
396,2026-05-1213:45:19,23.3,27.1
397,2026-05-1213:45:26,23.3,27.1
398,2026-05-1213:45:32,23.3,27.1
399,2026-05-1213:45:39,23.3,27.0
400,2026-05-1213:45:46,23.3,27.1
401,2026-05-1213:45:52,23.3,27.1
402,2026-05-1213:45:59,23.3,27.1
403,2026-05-1213:46:05,23.3,27.1
404,2026-05-1213:46:12,23.3,27.1
405,2026-05-1213:46:19,23.3,27.1
406,2026-05-1213:46:25,23.3,27.1
407,2026-05-1213:46:32,23.3,27.2
408,2026-05-1213:46:38,23.3,27.2
409,2026-05-1213:46:45,23.3,27.2
410,2026-05-1213:46:51,23.3,27.2
411,2026-05-1213:46:58,23.3,27.2
412,2026-05-1213:47:05,23.3,27.1
413,2026-05-1213:47:11,23.3,27.2
414,2026-05-1213:47:18,23.3,27.1
415,2026-05-1213:47:24,23.3,27.1
416,2026-05-1213:47:31,23.3,27.1
417,2026-05-1213:47:38,23.3,27.1
418,2026-05-1213:47:44,23.3,27.1
419,2026-05-1213:47:51,23.4,27.1
420,2026-05-1213:47:57,23.4,27.1
421,2026-05-1213:48:04,23.4,27.1
422,2026-05-1213:48:11,23.4,27.1
423,2026-05-1213:48:17,23.3,27.2
424,2026-05-1213:48:24,23.4,27.1
425,2026-05-1213:48:31,23.4,27.0
426,2026-05-1213:48:37,23.4,27.0
427,2026-05-1213:48:44,23.4,26.9
428,2026-05-1213:48:50,23.4,27.0
429,2026-05-1213:48:57,23.4,26.9
430,2026-05-1213:49:04,23.4,26.9
431,2026-05-1213:49:10,23.4,26.9
432,2026-05-1213:49:17,23.4,27.0
433,2026-05-1213:49:23,23.4,27.0
434,2026-05-1213:49:30,23.4,27.0
435,2026-05-1213:49:37,23.4,26.9
436,2026-05-1213:49:43,23.4,26.8
437,2026-05-1213:49:50,23.4,26.9
438,2026-05-1213:49:56,23.4,26.9
439,2026-05-1213:50:03,23.4,26.9
440,2026-05-1213:50:10,23.4,26.9
441,2026-05-1213:50:16,23.4,26.9
442,2026-05-1213:50:23,23.4,27.0
443,2026-05-1213:50:29,23.4,26.9
444,2026-05-1213:50:36,23.4,26.8
445,2026-05-1213:50:42,23.4,26.9
446,2026-05-1213:50:49,23.4,26.9
447,2026-05-1213:50:56,23.4,26.9
448,2026-05-1213:51:02,23.4,26.8
449,2026-05-1213:51:09,23.4,26.6
450,2026-05-1213:51:15,23.4,26.5
451,2026-05-1213:51:22,23.4,26.4
452,2026-05-1213:51:29,23.4,26.3
453,2026-05-1213:51:35,23.4,26.3
454,2026-05-1213:51:42,23.4,26.3
455,2026-05-1213:51:48,23.4,26.4
456,2026-05-1213:51:55,23.4,26.5
457,2026-05-1213:52:02,23.4,26.5
458,2026-05-1213:52:08,23.4,26.6
459,2026-05-1213:52:15,23.4,26.6
460,2026-05-1213:52:21,23.4,26.6
461,2026-05-1213:52:28,23.4,26.6
462,2026-05-1213:52:35,23.4,26.6
463,2026-05-1213:52:41,23.4,26.7
464,2026-05-1213:52:48,23.4,26.8
465,2026-05-1213:52:55,23.4,26.9
466,2026-05-1213:53:01,23.4,26.9
467,2026-05-1213:53:08,23.4,26.9
468,2026-05-1213:53:14,23.4,27.0
469,2026-05-1213:53:21,23.4,27.0
470,2026-05-1213:53:28,23.4,27.0
471,2026-05-1213:53:34,23.4,27.1
472,2026-05-1213:53:41,23.4,27.1
473,2026-05-1213:53:47,23.4,27.0
474,2026-05-1213:53:54,23.4,27.1
475,2026-05-1213:54:01,23.4,27.2
476,2026-05-1213:54:07,23.4,27.2
477,2026-05-1213:54:14,23.4,27.1
478,2026-05-1213:54:20,23.4,27.1
479,2026-05-1213:54:27,23.4,27.1
480,2026-05-1213:54:33,23.4,27.0
481,2026-05-1213:54:40,23.4,27.0
482,2026-05-1213:54:47,23.4,26.9
483,2026-05-1213:54:53,23.4,27.0
484,2026-05-1213:55:00,23.5,26.9
485,2026-05-1213:55:07,23.4,26.9
486,2026-05-1213:55:13,23.4,26.9
487,2026-05-1213:55:20,23.4,26.9
488,2026-05-1213:55:26,23.4,27.0
489,2026-05-1213:55:33,23.5,27.0
490,2026-05-1213:55:39,23.4,27.0
491,2026-05-1214:14:11,23.5,27.1
492,2026-05-1214:14:18,23.1,27.4
493,2026-05-1214:14:24,23.2,27.4
494,2026-05-1214:14:31,23.1,27.4
495,2026-05-1214:14:38,23.1,27.5
496,2026-05-1214:14:44,23.1,27.5
497,2026-05-1214:14:51,23.1,27.5
498,2026-05-1214:14:57,23.1,27.5
499,2026-05-1214:15:04,23.1,27.6
500,2026-05-1214:15:11,23.1,27.5
501,2026-05-1214:15:17,23.1,27.5
502,2026-05-1214:15:24,23.1,27.5
503,2026-05-1214:15:30,23.1,27.6
504,2026-05-1214:15:37,23.1,27.6
505,2026-05-1214:15:44,23.1,27.5
506,2026-05-1214:15:50,23.1,27.6
507,2026-05-1214:15:57,23.1,27.6
508,2026-05-1214:16:03,23.1,27.6
509,2026-05-1214:16:10,23.1,27.6
510,2026-05-1214:16:17,23.1,27.6
511,2026-05-1214:16:23,23.1,27.6
512,2026-05-1214:16:30,23.1,27.6
513,2026-05-1214:16:36,23.1,27.7
514,2026-05-1214:16:43,23.1,27.7
515,2026-05-1214:16:49,23.1,27.6
516,2026-05-1214:16:56,23.1,27.6
517,2026-05-1214:17:03,23.1,27.7
518,2026-05-1214:17:09,23.1,27.7
519,2026-05-1214:17:16,23.1,27.7
520,2026-05-1214:17:23,23.1,27.7
521,2026-05-1214:17:29,23.1,27.8
522,2026-05-1214:17:36,23.1,27.8
523,2026-05-1214:17:42,23.1,27.8
524,2026-05-1214:17:49,23.1,27.8
525,2026-05-1214:17:55,23.1,27.8
526,2026-05-1214:18:02,23.1,27.9
527,2026-05-1214:18:09,23.1,27.9
528,2026-05-1214:18:15,23.1,27.8
529,2026-05-1214:18:22,23.1,27.8
530,2026-05-1214:18:28,23.1,27.8
531,2026-05-1214:18:35,23.1,27.7
532,2026-05-1214:18:42,23.1,27.8
533,2026-05-1214:18:48,23.1,27.8
534,2026-05-1214:18:55,23.1,27.8
535,2026-05-1214:19:01,23.1,27.8
536,2026-05-1214:19:08,23.1,27.8
537,2026-05-1214:19:14,23.1,27.8
538,2026-05-1214:19:21,23.1,27.8
539,2026-05-1214:19:28,23.1,27.8
540,2026-05-1214:19:34,23.1,27.8
541,2026-05-1214:19:41,23.1,27.8
542,2026-05-1214:19:47,23.1,27.8
543,2026-05-1214:19:54,23.1,27.8
544,2026-05-1214:20:01,23.1,27.8
545,2026-05-1214:20:07,23.1,27.8
546,2026-05-1214:20:14,23.1,27.9
547,2026-05-1214:20:20,23.1,27.9
548,2026-05-1214:20:27,23.1,27.8
549,2026-05-1214:20:34,23.1,27.8
550,2026-05-1214:20:40,23.1,27.7
551,2026-05-1214:20:47,23.1,27.7
552,2026-05-1214:20:53,23.1,27.7
553,2026-05-1214:21:00,23.1,27.7
554,2026-05-1214:21:07,23.1,27.6
555,2026-05-1214:21:13,23.1,27.5
556,2026-05-1214:21:20,23.1,27.5
557,2026-05-1214:21:26,23.1,27.5
558,2026-05-1214:21:33,23.1,27.5
559,2026-05-1214:21:40,23.1,27.5
560,2026-05-1214:21:46,23.1,27.5
561,2026-05-1214:21:53,23.1,27.5
562,2026-05-1214:22:00,23.1,27.6
563,2026-05-1214:22:06,23.1,27.6
564,2026-05-1214:22:13,23.1,27.6
565,2026-05-1214:22:19,23.0,27.6
566,2026-05-1214:22:26,23.1,27.7
567,2026-05-1214:22:32,23.1,27.8
568,2026-05-1214:22:39,23.1,27.9
569,2026-05-1214:22:46,23.1,27.9
570,2026-05-1214:22:52,23.0,28.0
571,2026-05-1214:22:59,23.1,27.9
572,2026-05-1214:23:05,23.1,27.9
573,2026-05-1214:23:12,23.0,27.7
574,2026-05-1214:23:19,23.0,27.5
575,2026-05-1214:23:25,23.0,27.5
576,2026-05-1214:23:32,23.0,27.5
577,2026-05-1214:23:39,23.0,27.3
578,2026-05-1214:23:45,23.0,27.3
579,2026-05-1214:23:52,23.0,27.3
580,2026-05-1214:23:58,23.0,27.2
581,2026-05-1214:24:05,23.0,27.1
582,2026-05-1214:24:11,23.0,27.0
583,2026-05-1214:24:18,23.0,27.0
584,2026-05-1214:24:25,23.0,27.0
585,2026-05-1214:24:31,23.0,26.9
586,2026-05-1214:24:38,23.0,26.9
587,2026-05-1214:24:44,23.0,27.0
588,2026-05-1214:24:51,23.0,27.0
589,2026-05-1214:24:57,23.0,27.1
590,2026-05-1214:25:04,23.0,27.1
591,2026-05-1214:25:11,23.0,27.2
592,2026-05-1214:25:17,23.0,27.2
593,2026-05-1214:25:24,23.0,27.2
594,2026-05-1214:25:30,22.9,27.3
595,2026-05-1214:25:37,23.0,27.4
596,2026-05-1214:25:44,23.0,27.4
597,2026-05-1214:25:50,23.0,27.4
598,2026-05-1214:25:57,22.9,27.5
599,2026-05-1214:26:04,23.0,27.5
600,2026-05-1214:26:10,23.0,27.5
601,2026-05-1214:26:17,23.0,27.5
602,2026-05-1214:26:23,23.0,27.5
603,2026-05-1214:26:30,23.0,27.5
604,2026-05-1214:26:37,23.0,27.5
605,2026-05-1214:26:43,23.0,27.5
606,2026-05-1214:26:50,23.0,27.6
607,2026-05-1214:26:56,23.0,27.5
608,2026-05-1214:27:03,23.0,27.4
609,2026-05-1214:27:10,23.0,27.1
610,2026-05-1214:27:16,23.0,26.8
611,2026-05-1214:27:23,22.9,26.6
612,2026-05-1214:27:29,22.9,26.4
613,2026-05-1214:27:36,22.9,26.3
614,2026-05-1214:27:42,22.9,26.3
615,2026-05-1214:27:49,22.9,26.3
616,2026-05-1214:27:56,22.9,26.3
617,2026-05-1214:28:02,22.9,26.4
618,2026-05-1214:28:09,22.9,26.5
619,2026-05-1214:28:15,22.9,26.6
620,2026-05-1214:28:22,22.9,26.7
621,2026-05-1214:28:29,22.9,26.7
622,2026-05-1214:28:35,22.9,26.8
623,2026-05-1214:28:42,22.9,26.8
624,2026-05-1214:28:49,22.9,26.8
625,2026-05-1214:28:55,22.9,26.9
626,2026-05-1214:29:02,22.9,27.0
627,2026-05-1214:29:08,22.9,27.1
628,2026-05-1214:29:15,22.9,27.2
629,2026-05-1214:29:21,22.9,27.2
630,2026-05-1214:29:28,22.9,27.2
631,2026-05-1214:29:35,22.9,27.3
632,2026-05-1214:29:41,22.9,27.4
633,2026-05-1214:29:48,22.9,27.3
634,2026-05-1214:29:54,22.9,27.2
635,2026-05-1214:30:01,22.9,27.3
